query_id,section_url,relevance
q07,https://qdrant.tech/documentation/ops-configuration/administration/#maximum-number-of-payload-index-count,1
q07,https://qdrant.tech/documentation/ops-configuration/memory-tiers/#payload-indexes,1
q07,https://qdrant.tech/documentation/overview/#payload-indexes-payload-indexes,1
q07,https://qdrant.tech/documentation/search/low-latency-search/#create-payload-indexes,1
q08,https://qdrant.tech/documentation/manage-data/indexing/#full-text-index,1
q09,https://qdrant.tech/documentation/manage-data/points/#upload-points,1
q10,https://qdrant.tech/documentation/manage-data/points/#scroll-points,1
q11,https://qdrant.tech/documentation/manage-data/points/#point-ids,1
q12,https://qdrant.tech/documentation/manage-data/collections/#collection-aliases,1
q12,https://qdrant.tech/documentation/manage-data/collections/#list-collection-aliases,1
q13,https://qdrant.tech/documentation/scaling/distributed_deployment/#replication-factor,1
q14,https://qdrant.tech/documentation/scaling/consistency-guarantees/#write-consistency-factor,1
q15,https://qdrant.tech/documentation/search/search/#grouping-api,1
q16,https://qdrant.tech/documentation/embeddings/superlinked/#hybrid-search-with-reciprocal-rank-fusion,1
q16,https://qdrant.tech/documentation/examples/hybrid-search-llamaindex-jinaai/#,1
q16,https://qdrant.tech/documentation/examples/hybrid-search-llamaindex-jinaai/#chat-with-product-pdf-manuals-using-hybrid-search,1
q16,https://qdrant.tech/documentation/examples/hybrid-search-llamaindex-jinaai/#components,1
q16,https://qdrant.tech/documentation/examples/hybrid-search-llamaindex-jinaai/#connect-jina-embeddings-and-mixtral-llm,1
q16,https://qdrant.tech/documentation/examples/hybrid-search-llamaindex-jinaai/#deploying-qdrant-hybrid-cloud-on-digitalocean,1
q16,https://qdrant.tech/documentation/examples/hybrid-search-llamaindex-jinaai/#development-environment,1
q16,https://qdrant.tech/documentation/examples/hybrid-search-llamaindex-jinaai/#prepare-a-prompt,1
q16,https://qdrant.tech/documentation/examples/hybrid-search-llamaindex-jinaai/#prepare-data-for-rag,1
q16,https://qdrant.tech/documentation/examples/hybrid-search-llamaindex-jinaai/#procedure,1
q16,https://qdrant.tech/documentation/examples/hybrid-search-llamaindex-jinaai/#run-a-test-query,1
q16,https://qdrant.tech/documentation/examples/hybrid-search-llamaindex-jinaai/#store-data-into-qdrant,1
q16,https://qdrant.tech/documentation/faq/qdrant-fundamentals/#does-qdrant-support-a-full-text-search-or-a-hybrid-search,1
q16,https://qdrant.tech/documentation/faq/qdrant-fundamentals/#my-hybrid-search-results-arent-relevant-where-do-i-start-debugging,1
q16,https://qdrant.tech/documentation/faq/qdrant-fundamentals/#when-should-i-use-reciprocal-rank-fusion-rrf-vs-distribution-based-score-fusion-dbsf-for-hybrid-search,1
q16,https://qdrant.tech/documentation/fastembed/fastembed-postprocessing/#hybrid-search-muvera-retrieval-colbert-reranking,1
q16,https://qdrant.tech/documentation/frameworks/swiftide/#hybrid-search-example,1
q16,https://qdrant.tech/documentation/migrate-to-qdrant/from-elasticsearch/#hybrid-search-considerations,1
q16,https://qdrant.tech/documentation/search/hybrid-queries/#hybrid-search,1
q16,https://qdrant.tech/documentation/search/text-search/hybrid-search/#combining-semantic-and-lexical-search-using-hybrid-search,1
q16,https://qdrant.tech/documentation/tutorials-basics/cloud-inference-hybrid-search/#add-data,1
q16,https://qdrant.tech/documentation/tutorials-basics/cloud-inference-hybrid-search/#create-a-collection,1
q16,https://qdrant.tech/documentation/tutorials-basics/cloud-inference-hybrid-search/#hybrid-search-using-qdrant-cloud-inference,1
q16,https://qdrant.tech/documentation/tutorials-basics/cloud-inference-hybrid-search/#initialize-the-client,1
q16,https://qdrant.tech/documentation/tutorials-basics/cloud-inference-hybrid-search/#next-steps,1
q16,https://qdrant.tech/documentation/tutorials-basics/cloud-inference-hybrid-search/#run-vector-search,1
q16,https://qdrant.tech/documentation/tutorials-basics/cloud-inference-hybrid-search/#set-up-input-query,1
q16,https://qdrant.tech/documentation/tutorials-basics/reranking-hybrid-search/#best-practices-in-reranking,1
q16,https://qdrant.tech/documentation/tutorials-basics/reranking-hybrid-search/#compare-results,1
q16,https://qdrant.tech/documentation/tutorials-basics/reranking-hybrid-search/#conclusion,1
q16,https://qdrant.tech/documentation/tutorials-basics/reranking-hybrid-search/#create-collection,1
q16,https://qdrant.tech/documentation/tutorials-basics/reranking-hybrid-search/#ingest-data,1
q16,https://qdrant.tech/documentation/tutorials-basics/reranking-hybrid-search/#ingestion-stage,1
q16,https://qdrant.tech/documentation/tutorials-basics/reranking-hybrid-search/#install-and-initialize-the-qdrant-client,1
q16,https://qdrant.tech/documentation/tutorials-basics/reranking-hybrid-search/#models,1
q16,https://qdrant.tech/documentation/tutorials-basics/reranking-hybrid-search/#overview,1
q16,https://qdrant.tech/documentation/tutorials-basics/reranking-hybrid-search/#qdrant-hybrid-search-with-reranking,1
q16,https://qdrant.tech/documentation/tutorials-basics/reranking-hybrid-search/#rerank,1
q16,https://qdrant.tech/documentation/tutorials-basics/reranking-hybrid-search/#retrieval,1
q16,https://qdrant.tech/documentation/tutorials-basics/reranking-hybrid-search/#retrieval-stage,1
q16,https://qdrant.tech/documentation/tutorials-develop/hybrid-search-fastembed/#build-a-search-api-with-qdrants-fastembed,1
q16,https://qdrant.tech/documentation/tutorials-develop/hybrid-search-fastembed/#build-the-search-api,1
q16,https://qdrant.tech/documentation/tutorials-develop/hybrid-search-fastembed/#deploy-the-search-with-fastapi,1
q16,https://qdrant.tech/documentation/tutorials-develop/hybrid-search-fastembed/#prepare-sample-dataset,1
q16,https://qdrant.tech/documentation/tutorials-develop/hybrid-search-fastembed/#prerequisites,1
q16,https://qdrant.tech/documentation/tutorials-develop/hybrid-search-fastembed/#run-qdrant-in-docker,1
q16,https://qdrant.tech/documentation/tutorials-develop/hybrid-search-fastembed/#upload-data-to-qdrant,1
q16,https://qdrant.tech/documentation/tutorials-develop/hybrid-search-fastembed/#workflow,1
q17,https://qdrant.tech/documentation/examples/Qdrant-DSPy-medicalbot/#indexing-with-dense-and-colbert-multivectors,1
q17,https://qdrant.tech/documentation/manage-data/vectors/#multivectors,1
q17,https://qdrant.tech/documentation/tutorials-search-engineering/using-multivector-representations/#1-encode-documents,1
q17,https://qdrant.tech/documentation/tutorials-search-engineering/using-multivector-representations/#2-create-a-qdrant-collection,1
q17,https://qdrant.tech/documentation/tutorials-search-engineering/using-multivector-representations/#3-upload-documents-dense-multivector,1
q17,https://qdrant.tech/documentation/tutorials-search-engineering/using-multivector-representations/#conclusion,1
q17,https://qdrant.tech/documentation/tutorials-search-engineering/using-multivector-representations/#how-to-generate-multivectors-using-fastembed,1
q17,https://qdrant.tech/documentation/tutorials-search-engineering/using-multivector-representations/#multivector-representations-for-reranking-in-qdrant,1
q17,https://qdrant.tech/documentation/tutorials-search-engineering/using-multivector-representations/#query-with-retrieval-reranking-in-one-call,1
q17,https://qdrant.tech/documentation/tutorials-search-engineering/using-multivector-representations/#step-by-step-colbert-qdrant-setup,1
q17,https://qdrant.tech/documentation/tutorials-search-engineering/using-multivector-representations/#what-are-multivector-representations,1
q17,https://qdrant.tech/documentation/tutorials-search-engineering/using-multivector-representations/#what-is-rescoring-and-why-is-it-used,1
q17,https://qdrant.tech/documentation/tutorials-search-engineering/using-multivector-representations/#why-indexing-every-vector-by-default-is-a-problem,1
q17,https://qdrant.tech/documentation/tutorials-search-engineering/using-multivector-representations/#why-token-level-vectors-are-useful,1
q18,https://qdrant.tech/documentation/capacity-planning/#sparse-vectors,1
q18,https://qdrant.tech/documentation/fastembed/fastembed-minicoil/#convert-to-sparse-vectors-upload-to-qdrant,1
q18,https://qdrant.tech/documentation/fastembed/fastembed-splade/#how-to-generate-sparse-vectors-with-splade,1
q18,https://qdrant.tech/documentation/manage-data/collections/#collection-with-sparse-vectors,1
q18,https://qdrant.tech/documentation/manage-data/points/#sparse-vectors,1
q18,https://qdrant.tech/documentation/manage-data/vectors/#sparse-vectors,1
q19,https://qdrant.tech/documentation/search/explore/#batch-recommendation-api,1
q19,https://qdrant.tech/documentation/search/explore/#recommendation-api,1
q20,https://qdrant.tech/documentation/snapshots/#create-snapshot,1
q21,https://qdrant.tech/documentation/manage-data/multitenancy/#user-defined-sharding,1
q21,https://qdrant.tech/documentation/scaling/distributed_deployment/#user-defined-sharding,1
q22,https://qdrant.tech/documentation/ops-optimization/optimizer/#indexing-optimizer,1
q23,https://qdrant.tech/documentation/capacity-planning/#calculating-ram-and-disk-size,1
q23,https://qdrant.tech/documentation/capacity-planning/#capacity-planning,1
q23,https://qdrant.tech/documentation/capacity-planning/#choosing-disk-over-ram,1
q23,https://qdrant.tech/documentation/capacity-planning/#cluster-topology,1
q23,https://qdrant.tech/documentation/capacity-planning/#disclaimers,1
q23,https://qdrant.tech/documentation/capacity-planning/#hnsw-vector-indexes,1
q23,https://qdrant.tech/documentation/capacity-planning/#id-tracker,1
q23,https://qdrant.tech/documentation/capacity-planning/#node-count,1
q23,https://qdrant.tech/documentation/capacity-planning/#original-vectors,1
q23,https://qdrant.tech/documentation/capacity-planning/#payload-indexes,1
q23,https://qdrant.tech/documentation/capacity-planning/#payload-storage,1
q23,https://qdrant.tech/documentation/capacity-planning/#putting-it-together,1
q23,https://qdrant.tech/documentation/capacity-planning/#quantized-vectors,1
q23,https://qdrant.tech/documentation/capacity-planning/#scaling-disk-space-in-qdrant-cloud,1
q23,https://qdrant.tech/documentation/capacity-planning/#shard-count,1
q23,https://qdrant.tech/documentation/capacity-planning/#sparse-vectors,1
q23,https://qdrant.tech/documentation/capacity-planning/#storage-focused-configuration,1
q23,https://qdrant.tech/documentation/capacity-planning/#subgroup-oriented-configuration,1
q24,https://qdrant.tech/documentation/cloud/cluster-monitoring/#qdrant-database-metrics-and-telemetry,1
q24,https://qdrant.tech/documentation/cloud/cluster-monitoring/#telemetry,1
q24,https://qdrant.tech/documentation/hybrid-cloud/networking-logging-monitoring/#configure-network-policies,1
q24,https://qdrant.tech/documentation/hybrid-cloud/networking-logging-monitoring/#grafana-dashboard,1
q24,https://qdrant.tech/documentation/hybrid-cloud/networking-logging-monitoring/#integrating-with-a-log-management-system,1
q24,https://qdrant.tech/documentation/hybrid-cloud/networking-logging-monitoring/#logging,1
q24,https://qdrant.tech/documentation/hybrid-cloud/networking-logging-monitoring/#monitoring,1
q24,https://qdrant.tech/documentation/ops-configuration/quotas/#monitoring-quotas,1
q24,https://qdrant.tech/documentation/ops-monitoring/#managed-cloud-prometheus-monitoring,1
q24,https://qdrant.tech/documentation/ops-monitoring/#memory-usage,1
q24,https://qdrant.tech/documentation/ops-monitoring/#monitoring-hybridprivate-cloud-with-datadog,1
q24,https://qdrant.tech/documentation/ops-monitoring/#monitoring-telemetry,1
q24,https://qdrant.tech/documentation/ops-monitoring/#monitoring-telemetry-1,1
q24,https://qdrant.tech/documentation/ops-monitoring/#self-hosted-prometheus-monitoring,1
q24,https://qdrant.tech/documentation/ops-monitoring/#slow-request-log,1
q24,https://qdrant.tech/documentation/ops-monitoring/hybrid-cloud-datadog/#monitoring-hybridprivate-cloud-with-datadog,1
q24,https://qdrant.tech/documentation/ops-monitoring/hybrid-cloud-datadog/#prerequisites,1
q24,https://qdrant.tech/documentation/ops-monitoring/hybrid-cloud-datadog/#step-1-install-the-datadog-operator,1
q24,https://qdrant.tech/documentation/ops-monitoring/hybrid-cloud-datadog/#step-2-configure-the-datadog-agent-to-scrape-qdrant-metrics,1
q24,https://qdrant.tech/documentation/ops-monitoring/hybrid-cloud-datadog/#step-3-view-qdrant-metrics-in-datadog,1
q24,https://qdrant.tech/documentation/ops-monitoring/hybrid-cloud-prometheus/#monitoring-hybridprivate-cloud-with-prometheus-and-grafana,1
q24,https://qdrant.tech/documentation/ops-monitoring/hybrid-cloud-prometheus/#prerequisites,1
q24,https://qdrant.tech/documentation/ops-monitoring/hybrid-cloud-prometheus/#step-1-install-prometheus-and-grafana,1
q24,https://qdrant.tech/documentation/ops-monitoring/hybrid-cloud-prometheus/#step-2-configure-prometheus-to-scrape-qdrant-metrics,1
q24,https://qdrant.tech/documentation/ops-monitoring/hybrid-cloud-prometheus/#step-3-access-grafana,1
q24,https://qdrant.tech/documentation/ops-monitoring/hybrid-cloud-prometheus/#step-4-import-qdrant-dashboard,1
q24,https://qdrant.tech/documentation/ops-monitoring/managed-cloud-prometheus/#monitoring-managed-cloud-with-prometheus-and-grafana,1
q24,https://qdrant.tech/documentation/ops-monitoring/managed-cloud-prometheus/#prerequisites,1
q24,https://qdrant.tech/documentation/ops-monitoring/managed-cloud-prometheus/#step-1-install-prometheus-and-grafana,1
q24,https://qdrant.tech/documentation/ops-monitoring/managed-cloud-prometheus/#step-2-configure-prometheus-to-scrape-qdrant-metrics,1
q24,https://qdrant.tech/documentation/ops-monitoring/managed-cloud-prometheus/#step-3-access-grafana,1
q24,https://qdrant.tech/documentation/ops-monitoring/managed-cloud-prometheus/#step-4-import-qdrant-dashboard,1
q24,https://qdrant.tech/documentation/ops-monitoring/monitoring/#cluster-wide-telemetry,1
q24,https://qdrant.tech/documentation/ops-monitoring/monitoring/#kubernetes-health-endpoints,1
q24,https://qdrant.tech/documentation/ops-monitoring/monitoring/#metrics,1
q24,https://qdrant.tech/documentation/ops-monitoring/monitoring/#metrics-configuration,1
q24,https://qdrant.tech/documentation/ops-monitoring/monitoring/#monitoring-telemetry,1
q24,https://qdrant.tech/documentation/ops-monitoring/monitoring/#node-metrics-metrics,1
q24,https://qdrant.tech/documentation/ops-monitoring/monitoring/#per-collection-api-metrics,1
q24,https://qdrant.tech/documentation/ops-monitoring/monitoring/#telemetry-endpoint,1
q24,https://qdrant.tech/documentation/ops-optimization/optimizer/#monitoring-deferred-points,1
q24,https://qdrant.tech/documentation/ops-optimization/optimizer/#optimization-monitoring,1
q24,https://qdrant.tech/documentation/private-cloud/api-reference/#monitoring,1
q24,https://qdrant.tech/documentation/private-cloud/logging-monitoring/#grafana-dashboard,1
q24,https://qdrant.tech/documentation/private-cloud/logging-monitoring/#integrating-with-a-log-management-system,1
q24,https://qdrant.tech/documentation/private-cloud/logging-monitoring/#logging,1
q24,https://qdrant.tech/documentation/private-cloud/logging-monitoring/#monitoring,1
q25,https://qdrant.tech/documentation/common-errors/#how-to-avoid-incompatible-file-system,1
q25,https://qdrant.tech/documentation/common-errors/#incompatible-file-system,1
